id;name;sex;age;social_class;siblings;parents_alive;annual_income;housenumber;browser_used;city;fraud
242;Rood, Mr. Hugh Roscoe;male;;1;0;0;500000.0;69;Chrome;Seattle, WA;Yes
243;Rosenbaum, Miss. Edith Louise;female;33.0;1;0;0;277208.0;219;Internet Explorer;Paris, France;No
244;"Rosenshine, Mr. George (""Mr George Thorne"")";male;46.0;1;0;0;792000.0;23;Internet Explorer;New York, NY;Yes
245;Ross, Mr. John Hugo;male;36.0;1;0;0;401250.0;238;Internet Explorer;Winnipeg, MB;Yes
246;Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards);female;33.0;1;0;0;865000.0;214;Chrome;London  Vancouver, BC;No
247;Rothschild, Mr. Martin;male;55.0;1;1;0;594000.0;197;Internet Explorer;New York, NY;Yes
248;Rothschild, Mrs. Martin (Elizabeth L. Barrett);female;54.0;1;1;0;594000.0;178;Internet Explorer;New York, NY;No
249;Rowe, Mr. Alfred G;male;33.0;1;0;0;265500.0;66;Chrome;London;Yes
250;Ryerson, Master. John Borie;male;13.0;1;2;2;2623750.0;207;Internet Explorer;Haverford, PA / Cooperstown, NY;No
251;Ryerson, Miss. Emily Borie;female;18.0;1;2;2;2623750.0;245;Internet Explorer;Haverford, PA / Cooperstown, NY;No
252;"Ryerson, Miss. Susan Parker ""Suzette""";female;21.0;1;2;2;2623750.0;228;Internet Explorer;Haverford, PA / Cooperstown, NY;No
253;Ryerson, Mr. Arthur Larned;male;61.0;1;1;3;2623750.0;235;Internet Explorer;Haverford, PA / Cooperstown, NY;Yes
254;Ryerson, Mrs. Arthur Larned (Emily Maria Borie);female;48.0;1;1;3;2623750.0;33;Internet Explorer;Haverford, PA / Cooperstown, NY;No
255;Saalfeld, Mr. Adolphe;male;;1;0;0;305000.0;37;Chrome;Manchester, England;No
256;Sagesser, Mlle. Emma;female;24.0;1;0;0;693000.0;256;Internet Explorer;;No
257;Salomon, Mr. Abraham L;male;;1;0;0;260000.0;222;Chrome;New York, NY;No
258;Schabert, Mrs. Paul (Emma Mock);female;35.0;1;1;0;577500.0;189;Internet Explorer;New York, NY;No
259;Serepeca, Miss. Augusta;female;30.0;1;0;0;310000.0;119;Internet Explorer;;No
260;Seward, Mr. Frederic Kimber;male;34.0;1;0;0;265500.0;38;Chrome;New York, NY;No
261;Shutes, Miss. Elizabeth W;female;40.0;1;0;0;1534625.0;200;Chrome;New York, NY / Greenwich CT;No
262;Silverthorne, Mr. Spencer Victor;male;35.0;1;0;0;262875.0;244;Chrome;St Louis, MO;No
263;Silvey, Mr. William Baird;male;50.0;1;1;0;559000.0;194;Chrome;Duluth, MN;Yes
264;Silvey, Mrs. William Baird (Alice Munger);female;39.0;1;1;0;559000.0;148;Chrome;Duluth, MN;No
265;Simonius-Blumer, Col. Oberst Alfons;male;56.0;1;0;0;355000.0;149;Internet Explorer;Basel, Switzerland;No
266;Sloper, Mr. William Thompson;male;28.0;1;0;0;355000.0;118;Chrome;New Britain, CT;No
267;Smart, Mr. John Montgomery;male;56.0;1;0;0;265500.0;77;Chrome;New York, NY;Yes
268;Smith, Mr. James Clinch;male;56.0;1;0;0;306958.0;97;Internet Explorer;St James, Long Island, NY;Yes
269;Smith, Mr. Lucien Philip;male;24.0;1;1;0;600000.0;30;Chrome;Huntington, WV;Yes
270;Smith, Mr. Richard William;male;;1;0;0;260000.0;239;Chrome;Streatham, Surrey;Yes
271;Smith, Mrs. Lucien Philip (Mary Eloise Hughes);female;18.0;1;1;0;600000.0;114;Chrome;Huntington, WV;No
272;Snyder, Mr. John Pillsbury;male;24.0;1;1;0;822667.0;239;Chrome;Minneapolis, MN;No
273;Snyder, Mrs. John Pillsbury (Nelle Stevenson);female;23.0;1;1;0;822667.0;179;Chrome;Minneapolis, MN;No
274;Spedden, Master. Robert Douglas;male;6.0;1;0;2;1345000.0;40;Internet Explorer;Tuxedo Park, NY;No
275;Spedden, Mr. Frederic Oakley;male;45.0;1;1;1;1345000.0;220;Internet Explorer;Tuxedo Park, NY;No
276;Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone);female;40.0;1;1;1;1345000.0;221;Internet Explorer;Tuxedo Park, NY;No
277;Spencer, Mr. William Augustus;male;57.0;1;1;0;1465208.0;7;Internet Explorer;Paris, France;Yes
278;Spencer, Mrs. William Augustus (Marie Eugenie);female;;1;1;0;1465208.0;217;Internet Explorer;Paris, France;No
279;Stahelin-Maeglin, Dr. Max;male;32.0;1;0;0;305000.0;134;Internet Explorer;Basel, Switzerland;No
280;Stead, Mr. William Thomas;male;62.0;1;0;0;265500.0;180;Chrome;Wimbledon Park, London / Hayling Island, Hants;Yes
281;Stengel, Mr. Charles Emil Henry;male;54.0;1;1;0;554417.0;210;Internet Explorer;Newark, NJ;No
282;Stengel, Mrs. Charles Emil Henry (Annie May Morris);female;43.0;1;1;0;554417.0;232;Internet Explorer;Newark, NJ;No
283;Stephenson, Mrs. Walter Bertram (Martha Eustis);female;52.0;1;1;0;782667.0;92;Internet Explorer;Haverford, PA;No
284;Stewart, Mr. Albert A;male;;1;0;0;277208.0;137;Internet Explorer;Gallipolis, Ohio / ? Paris / New York;Yes
285;Stone, Mrs. George Nelson (Martha Evelyn);female;62.0;1;0;0;800000.0;81;Firefox;Cincinatti, OH;No
286;Straus, Mr. Isidor;male;67.0;1;1;0;2217792.0;221;Chrome;New York, NY;Yes
287;Straus, Mrs. Isidor (Rosalie Ida Blun);female;63.0;1;1;0;2217792.0;158;Chrome;New York, NY;Yes
288;Sutton, Mr. Frederick;male;61.0;1;0;0;323208.0;111;Chrome;Haddenfield, NJ;Yes
289;Swift, Mrs. Frederick Joel (Margaret Welles Barron);female;48.0;1;0;0;259292.0;55;Chrome;Brooklyn, NY;No
290;Taussig, Miss. Ruth;female;18.0;1;0;2;796500.0;204;Chrome;New York, NY;No
291;Taussig, Mr. Emil;male;52.0;1;1;1;796500.0;81;Chrome;New York, NY;Yes
292;Taussig, Mrs. Emil (Tillie Mandelbaum);female;39.0;1;1;1;796500.0;28;Chrome;New York, NY;No
293;Taylor, Mr. Elmer Zebley;male;48.0;1;1;0;520000.0;19;Chrome;London /  East Orange, NJ;No
294;Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright);female;;1;1;0;520000.0;235;Chrome;London /  East Orange, NJ;No
295;Thayer, Mr. John Borland;male;49.0;1;1;1;1108833.0;168;Internet Explorer;Haverford, PA;Yes
296;Thayer, Mr. John Borland Jr;male;17.0;1;0;2;1108833.0;225;Internet Explorer;Haverford, PA;No
297;Thayer, Mrs. John Borland (Marian Longstreth Morris);female;39.0;1;1;1;1108833.0;250;Internet Explorer;Haverford, PA;No
298;Thorne, Mrs. Gertrude Maybelle;female;;1;0;0;792000.0;171;Internet Explorer;New York, NY;No
299;Tucker, Mr. Gilbert Milligan Jr;male;31.0;1;0;0;285375.0;175;Internet Explorer;Albany, NY;No
300;Uruchurtu, Don. Manuel E;male;40.0;1;0;0;277208.0;17;Internet Explorer;Mexico City, Mexico;Yes
301;Van der hoef, Mr. Wyckoff;male;61.0;1;0;0;335000.0;246;Chrome;Brooklyn, NY;Yes
302;Walker, Mr. William Anderson;male;47.0;1;0;0;340208.0;183;Chrome;East Orange, NJ;Yes
303;Ward, Miss. Anna;female;35.0;1;0;0;5123292.0;94;Internet Explorer;;No
304;Warren, Mr. Frank Manley;male;64.0;1;1;0;752500.0;75;Internet Explorer;Portland, OR;Yes
305;Warren, Mrs. Frank Manley (Anna Sophia Atkinson);female;60.0;1;1;0;752500.0;27;Internet Explorer;Portland, OR;No
306;Weir, Col. John;male;60.0;1;0;0;265500.0;256;Chrome;England Salt Lake City, Utah;Yes
307;White, Mr. Percival Wayland;male;54.0;1;0;1;772875.0;47;Chrome;Brunswick, ME;Yes
308;White, Mr. Richard Frasar;male;21.0;1;0;1;772875.0;27;Chrome;Brunswick, ME;Yes
309;White, Mrs. John Stuart (Ella Holmes);female;55.0;1;0;0;1356333.0;152;Internet Explorer;New York, NY / Briarcliff Manor NY;No
310;Wick, Miss. Mary Natalie;female;31.0;1;0;2;1648667.0;121;Chrome;Youngstown, OH;No
311;Wick, Mr. George Dennick;male;57.0;1;1;1;1648667.0;147;Chrome;Youngstown, OH;Yes
312;Wick, Mrs. George Dennick (Mary Hitchcock);female;45.0;1;1;1;1648667.0;22;Chrome;Youngstown, OH;No
313;Widener, Mr. George Dunton;male;50.0;1;1;1;2115000.0;134;Internet Explorer;Elkins Park, PA;Yes
314;Widener, Mr. Harry Elkins;male;27.0;1;0;2;2115000.0;50;Internet Explorer;Elkins Park, PA;Yes
315;Widener, Mrs. George Dunton (Eleanor Elkins);female;50.0;1;1;1;2115000.0;156;Internet Explorer;Elkins Park, PA;No
316;Willard, Miss. Constance;female;21.0;1;0;0;265500.0;199;Chrome;Duluth, MN;No
317;Williams, Mr. Charles Duane;male;51.0;1;0;1;613792.0;17;Internet Explorer;Geneva, Switzerland / Radnor, PA;Yes
318;Williams, Mr. Richard Norris II;male;21.0;1;0;1;613792.0;46;Internet Explorer;Geneva, Switzerland / Radnor, PA;No
319;Williams-Lambert, Mr. Fletcher Fellows;male;;1;0;0;350000.0;194;Chrome;London, England;Yes
320;Wilson, Miss. Helen Alice;female;31.0;1;0;0;1345000.0;117;Internet Explorer;;No
321;Woolner, Mr. Hugh;male;;1;0;0;355000.0;3;Chrome;London, England;No
322;Wright, Mr. George;male;62.0;1;0;0;265500.0;154;Chrome;Halifax, NS;Yes
323;Young, Miss. Marie Grice;female;36.0;1;0;0;1356333.0;1;Internet Explorer;New York, NY / Washington, DC;No
324;Abelson, Mr. Samuel;male;30.0;2;1;0;240000.0;116;Internet Explorer;Russia New York, NY;Yes
325;Abelson, Mrs. Samuel (Hannah Wizosky);female;28.0;2;1;0;240000.0;98;Internet Explorer;Russia New York, NY;No
326;Aldworth, Mr. Charles Augustus;male;30.0;2;0;0;130000.0;93;Chrome;Bryn Mawr, PA, USA;Yes
327;Andrew, Mr. Edgardo Samuel;male;18.0;2;0;0;115000.0;119;Chrome;Buenos Aires, Argentina / New Jersey, NJ;Yes
328;Andrew, Mr. Frank Thomas;male;25.0;2;0;0;105000.0;95;Chrome;Cornwall, England Houghton, MI;Yes
329;Angle, Mr. William A;male;34.0;2;1;0;260000.0;94;Chrome;Warwick, England;Yes
330;"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)";female;36.0;2;1;0;260000.0;96;Chrome;Warwick, England;No
331;Ashby, Mr. John;male;57.0;2;0;0;130000.0;11;Chrome;West Hoboken, NJ;Yes
332;Bailey, Mr. Percy Andrew;male;18.0;2;0;0;115000.0;179;Chrome;Penzance, Cornwall / Akron, OH;Yes
333;Baimbrigge, Mr. Charles Robert;male;23.0;2;0;0;105000.0;187;Chrome;Guernsey;Yes
334;Ball, Mrs. (Ada E Hall);female;36.0;2;0;0;130000.0;78;Chrome;Bristol, Avon / Jacksonville, FL;No
335;Banfield, Mr. Frederick James;male;28.0;2;0;0;105000.0;102;Chrome;Plymouth, Dorset / Houghton, MI;Yes
336;Bateman, Rev. Robert James;male;51.0;2;0;0;125250.0;176;Chrome;Jacksonville, FL;Yes
337;Beane, Mr. Edward;male;32.0;2;1;0;260000.0;166;Chrome;Norwich / New York, NY;No
338;Beane, Mrs. Edward (Ethel Clarke);female;19.0;2;1;0;260000.0;143;Chrome;Norwich / New York, NY;No
339;Beauchamp, Mr. Henry James;male;28.0;2;0;0;260000.0;36;Chrome;England;Yes
340;Becker, Master. Richard F;male;1.0;2;2;1;390000.0;22;Chrome;Guntur, India / Benton Harbour, MI;No
341;Becker, Miss. Marion Louise;female;4.0;2;2;1;390000.0;126;Chrome;Guntur, India / Benton Harbour, MI;No
342;Becker, Miss. Ruth Elizabeth;female;12.0;2;2;1;390000.0;130;Chrome;Guntur, India / Benton Harbour, MI;No
343;Becker, Mrs. Allen Oliver (Nellie E Baumgardner);female;36.0;2;0;3;390000.0;15;Chrome;Guntur, India / Benton Harbour, MI;No
344;Beesley, Mr. Lawrence;male;34.0;2;0;0;130000.0;146;Chrome;London;No
345;Bentham, Miss. Lilian W;female;19.0;2;0;0;130000.0;8;Chrome;Rochester, NY;No
346;Berriman, Mr. William John;male;23.0;2;0;0;130000.0;86;Chrome;St Ives, Cornwall / Calumet, MI;Yes
347;Botsford, Mr. William Hull;male;26.0;2;0;0;130000.0;31;Chrome;Elmira, NY / Orange, NJ;Yes
348;Bowenur, Mr. Solomon;male;42.0;2;0;0;130000.0;248;Chrome;London;Yes
349;Bracken, Mr. James H;male;27.0;2;0;0;130000.0;133;Chrome;Lake Arthur, Chavez County, NM;Yes
350;"Brown, Miss. Amelia ""Mildred""";female;24.0;2;0;0;130000.0;100;Chrome;London / Montreal, PQ;No
351;Brown, Miss. Edith Eileen;female;15.0;2;0;2;390000.0;252;Chrome;Cape Town, South Africa / Seattle, WA;No
352;Brown, Mr. Thomas William Solomon;male;60.0;2;1;1;390000.0;60;Chrome;Cape Town, South Africa / Seattle, WA;Yes
353;Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford);female;40.0;2;1;1;390000.0;61;Chrome;Cape Town, South Africa / Seattle, WA;No
354;Bryhl, Miss. Dagmar Jenny Ingeborg ;female;20.0;2;1;0;260000.0;119;Chrome;Skara, Sweden / Rockford, IL;No
355;Bryhl, Mr. Kurt Arnold Gottfrid;male;25.0;2;1;0;260000.0;127;Chrome;Skara, Sweden / Rockford, IL;Yes
356;Buss, Miss. Kate;female;36.0;2;0;0;130000.0;174;Chrome;Sittingbourne, England / San Diego, CA;No
357;Butler, Mr. Reginald Fenton;male;25.0;2;0;0;130000.0;245;Chrome;Southsea, Hants;Yes
358;Byles, Rev. Thomas Roussel Davids;male;42.0;2;0;0;130000.0;247;Chrome;London;Yes
359;Bystrom, Mrs. (Karolina);female;42.0;2;0;0;130000.0;121;Chrome;New York, NY;No
360;Caldwell, Master. Alden Gates;male;0.8333;2;0;2;290000.0;88;Chrome;Bangkok, Thailand / Roseville, IL;No
361;Caldwell, Mr. Albert Francis;male;26.0;2;1;1;290000.0;94;Chrome;Bangkok, Thailand / Roseville, IL;No
362;Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh);female;22.0;2;1;1;290000.0;171;Chrome;Bangkok, Thailand / Roseville, IL;No
363;Cameron, Miss. Clear Annie;female;35.0;2;0;0;210000.0;33;Chrome;Mamaroneck, NY;No
364;Campbell, Mr. William;male;;2;0;0;0.0;31;Chrome;Belfast;Yes
365;Carbines, Mr. William;male;19.0;2;0;0;130000.0;76;Chrome;St Ives, Cornwall / Calumet, MI;Yes
366;Carter, Mrs. Ernest Courtenay (Lilian Hughes);female;44.0;2;1;0;260000.0;106;Chrome;London;Yes
367;Carter, Rev. Ernest Courtenay;male;54.0;2;1;0;260000.0;141;Chrome;London;Yes
368;Chapman, Mr. Charles Henry;male;52.0;2;0;0;135000.0;76;Chrome;Bronx, NY;Yes
369;Chapman, Mr. John Henry;male;37.0;2;1;0;260000.0;251;Chrome;Cornwall / Spokane, WA;Yes
370;Chapman, Mrs. John Henry (Sara Elizabeth Lawry);female;29.0;2;1;0;260000.0;182;Chrome;Cornwall / Spokane, WA;Yes
371;Christy, Miss. Julie Rachel;female;25.0;2;1;1;300000.0;142;Chrome;London;No
372;Christy, Mrs. (Alice Frances);female;45.0;2;0;2;300000.0;231;Chrome;London;No
373;Clarke, Mr. Charles Valentine;male;29.0;2;1;0;260000.0;202;Chrome;England / San Francisco, CA;Yes
374;Clarke, Mrs. Charles V (Ada Maria Winfield);female;28.0;2;1;0;260000.0;244;Chrome;England / San Francisco, CA;No
375;Coleridge, Mr. Reginald Charles;male;29.0;2;0;0;105000.0;35;Chrome;Hartford, Huntingdonshire;Yes
376;Collander, Mr. Erik Gustaf;male;28.0;2;0;0;130000.0;92;Chrome;Helsinki, Finland Ashtabula, Ohio;Yes
377;Collett, Mr. Sidney C Stuart;male;24.0;2;0;0;105000.0;47;Chrome;London / Fort Byron, NY;No
378;"Collyer, Miss. Marjorie ""Lottie""";female;8.0;2;0;2;262500.0;52;Chrome;Bishopstoke, Hants / Fayette Valley, ID;No
379;Collyer, Mr. Harvey;male;31.0;2;1;1;262500.0;118;Chrome;Bishopstoke, Hants / Fayette Valley, ID;Yes
380;Collyer, Mrs. Harvey (Charlotte Annie Tate);female;31.0;2;1;1;262500.0;121;Chrome;Bishopstoke, Hants / Fayette Valley, ID;No
381;Cook, Mrs. (Selena Rogers);female;22.0;2;0;0;105000.0;99;Chrome;Pennsylvania;No
382;Corbett, Mrs. Walter H (Irene Colvin);female;30.0;2;0;0;130000.0;25;Chrome;Provo, UT;Yes
383;Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller);female;;2;0;0;210000.0;19;Chrome;Upper Burma, India Pittsburgh, PA;Yes
384;"Cotterill, Mr. Henry ""Harry""";male;21.0;2;0;0;115000.0;176;Chrome;Penzance, Cornwall / Akron, OH;Yes
385;Cunningham, Mr. Alfred Fleming;male;;2;0;0;0.0;109;Chrome;Belfast;Yes
386;Davies, Master. John Morgan Jr;male;8.0;2;1;1;367500.0;135;Chrome;St Ives, Cornwall / Hancock, MI;No
387;Davies, Mr. Charles Henry;male;18.0;2;0;0;735000.0;153;Chrome;Lyndhurst, England;Yes
388;Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ;female;48.0;2;0;2;367500.0;88;Chrome;St Ives, Cornwall / Hancock, MI;No
389;Davis, Miss. Mary;female;28.0;2;0;0;130000.0;225;Chrome;London / Staten Island, NY;No
390;de Brito, Mr. Jose Joaquim;male;32.0;2;0;0;130000.0;196;Chrome;Portugal / Sau Paulo, Brazil;Yes
391;Deacon, Mr. Percy William;male;17.0;2;0;0;735000.0;59;Chrome;;Yes
392;del Carlo, Mr. Sebastiano;male;29.0;2;1;0;277208.0;110;Internet Explorer;Lucca, Italy / California;Yes
393;del Carlo, Mrs. Sebastiano (Argenia Genovesi);female;24.0;2;1;0;277208.0;108;Internet Explorer;Lucca, Italy / California;No
394;Denbury, Mr. Herbert;male;25.0;2;0;0;315000.0;200;Chrome;Guernsey / Elizabeth, NJ;Yes
395;Dibden, Mr. William;male;18.0;2;0;0;735000.0;30;Chrome;New Forest, England;Yes
396;Doling, Miss. Elsie;female;18.0;2;0;1;230000.0;147;Chrome;Southampton;No
397;Doling, Mrs. John T (Ada Julia Bone);female;34.0;2;0;1;230000.0;85;Chrome;Southampton;No
398;Downton, Mr. William James;male;54.0;2;0;0;260000.0;52;Chrome;Holley, NY;Yes
399;Drew, Master. Marshall Brines;male;8.0;2;0;2;325000.0;56;Chrome;Greenport, NY;No
400;Drew, Mr. James Vivian;male;42.0;2;1;1;325000.0;110;Chrome;Greenport, NY;Yes
401;Drew, Mrs. James Vivian (Lulu Thorne Christian);female;34.0;2;1;1;325000.0;141;Chrome;Greenport, NY;No
402;Duran y More, Miss. Asuncion;female;27.0;2;1;0;138583.0;209;Internet Explorer;Barcelona, Spain / Havana, Cuba;No
403;Duran y More, Miss. Florentina;female;30.0;2;1;0;138583.0;109;Internet Explorer;Barcelona, Spain / Havana, Cuba;No
404;Eitemiller, Mr. George Floyd;male;23.0;2;0;0;130000.0;129;Chrome;England / Detroit, MI;Yes
405;Enander, Mr. Ingvar;male;21.0;2;0;0;130000.0;5;Chrome;Goteborg, Sweden / Rockford, IL;Yes
406;Fahlstrom, Mr. Arne Jonas;male;18.0;2;0;0;130000.0;146;Chrome;Oslo, Norway Bayonne, NJ;Yes
407;Faunthorpe, Mr. Harry;male;40.0;2;1;0;260000.0;180;Chrome;England / Philadelphia, PA;Yes
408;Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson);female;29.0;2;1;0;260000.0;228;Chrome;;No
409;Fillbrook, Mr. Joseph Charles;male;18.0;2;0;0;105000.0;238;Chrome;Cornwall / Houghton, MI;Yes
410;Fox, Mr. Stanley Hubert;male;36.0;2;0;0;130000.0;10;Chrome;Rochester, NY;Yes
411;"Frost, Mr. Anthony Wood ""Archie""";male;;2;0;0;0.0;178;Chrome;Belfast;Yes
412;Funk, Miss. Annie Clemmer;female;38.0;2;0;0;130000.0;136;Chrome;Janjgir, India / Pennsylvania;Yes
413;Fynney, Mr. Joseph J;male;35.0;2;0;0;260000.0;145;Chrome;Liverpool / Montreal, PQ;Yes
414;Gale, Mr. Harry;male;38.0;2;1;0;210000.0;103;Chrome;Cornwall / Clear Creek, CO;Yes
415;Gale, Mr. Shadrach;male;34.0;2;1;0;210000.0;4;Chrome;Cornwall / Clear Creek, CO;Yes
416;Garside, Miss. Ethel;female;34.0;2;0;0;130000.0;114;Chrome;Brooklyn, NY;No
417;Gaskell, Mr. Alfred;male;16.0;2;0;0;260000.0;162;Chrome;Liverpool / Montreal, PQ;Yes
418;Gavey, Mr. Lawrence;male;26.0;2;0;0;105000.0;165;Chrome;Guernsey / Elizabeth, NJ;Yes
419;Gilbert, Mr. William;male;47.0;2;0;0;105000.0;27;Chrome;Cornwall;Yes
420;Giles, Mr. Edgar;male;21.0;2;1;0;115000.0;197;Chrome;Cornwall / Camden, NJ;Yes
421;Giles, Mr. Frederick Edward;male;21.0;2;1;0;115000.0;102;Chrome;Cornwall / Camden, NJ;Yes
422;Giles, Mr. Ralph;male;24.0;2;0;0;135000.0;231;Chrome;West Kensington, London;Yes
423;Gill, Mr. John William;male;24.0;2;0;0;130000.0;182;Chrome;Clevedon, England;Yes
424;Gillespie, Mr. William Henry;male;34.0;2;0;0;130000.0;66;Chrome;Vancouver, BC;Yes
425;Givard, Mr. Hans Kristensen;male;30.0;2;0;0;130000.0;80;Chrome;;Yes
426;Greenberg, Mr. Samuel;male;52.0;2;0;0;130000.0;95;Chrome;Bronx, NY;Yes
427;Hale, Mr. Reginald;male;30.0;2;0;0;130000.0;184;Chrome;Auburn, NY;Yes
428;Hamalainen, Master. Viljo;male;0.6667;2;1;1;145000.0;154;Chrome;Detroit, MI;No
429;Hamalainen, Mrs. William (Anna);female;24.0;2;0;2;145000.0;194;Chrome;Detroit, MI;No
430;Harbeck, Mr. William H;male;44.0;2;0;0;130000.0;5;Chrome;Seattle, WA / Toledo, OH;Yes
431;"Harper, Miss. Annie Jessie ""Nina""";female;6.0;2;0;1;330000.0;175;Chrome;Denmark Hill, Surrey / Chicago;No
432;Harper, Rev. John;male;28.0;2;0;1;330000.0;92;Chrome;Denmark Hill, Surrey / Chicago;Yes
433;Harris, Mr. George;male;62.0;2;0;0;105000.0;243;Chrome;London;No
434;Harris, Mr. Walter;male;30.0;2;0;0;105000.0;189;Chrome;Walthamstow, England;Yes
435;Hart, Miss. Eva Miriam;female;7.0;2;0;2;262500.0;129;Chrome;Ilford, Essex / Winnipeg, MB;No
436;Hart, Mr. Benjamin;male;43.0;2;1;1;262500.0;88;Chrome;Ilford, Essex / Winnipeg, MB;Yes
437;Hart, Mrs. Benjamin (Esther Ada Bloomfield);female;45.0;2;1;1;262500.0;114;Chrome;Ilford, Essex / Winnipeg, MB;No
438;Herman, Miss. Alice;female;24.0;2;1;2;650000.0;116;Chrome;Somerset / Bernardsville, NJ;No
439;Herman, Miss. Kate;female;24.0;2;1;2;650000.0;213;Chrome;Somerset / Bernardsville, NJ;No
440;Herman, Mr. Samuel;male;49.0;2;1;2;650000.0;256;Chrome;Somerset / Bernardsville, NJ;Yes
441;Herman, Mrs. Samuel (Jane Laver);female;48.0;2;1;2;650000.0;10;Chrome;Somerset / Bernardsville, NJ;No
442;Hewlett, Mrs. (Mary D Kingcome) ;female;55.0;2;0;0;160000.0;190;Chrome;India / Rapid City, SD;No
443;Hickman, Mr. Leonard Mark;male;24.0;2;2;0;735000.0;110;Chrome;West Hampstead, London / Neepawa, MB;Yes
444;Hickman, Mr. Lewis;male;32.0;2;2;0;735000.0;82;Chrome;West Hampstead, London / Neepawa, MB;Yes
445;Hickman, Mr. Stanley George;male;21.0;2;2;0;735000.0;202;Chrome;West Hampstead, London / Neepawa, MB;Yes
446;Hiltunen, Miss. Marta;female;18.0;2;1;1;130000.0;118;Chrome;Kontiolahti, Finland / Detroit, MI;Yes
447;"Hocking, Miss. Ellen ""Nellie""";female;20.0;2;2;1;230000.0;42;Chrome;Cornwall / Akron, OH;No
448;Hocking, Mr. Richard George;male;23.0;2;2;1;115000.0;162;Chrome;Cornwall / Akron, OH;Yes
449;Hocking, Mr. Samuel James Metcalfe;male;36.0;2;0;0;130000.0;38;Chrome;Devonport, England;Yes
450;Hocking, Mrs. Elizabeth (Eliza Needs);female;54.0;2;1;3;230000.0;193;Chrome;Cornwall / Akron, OH;No
451;Hodges, Mr. Henry Price;male;50.0;2;0;0;130000.0;10;Chrome;Southampton;Yes
452;Hold, Mr. Stephen;male;44.0;2;1;0;260000.0;153;Chrome;England / Sacramento, CA;Yes
453;Hold, Mrs. Stephen (Annie Margaret Hill);female;29.0;2;1;0;260000.0;125;Chrome;England / Sacramento, CA;No
454;Hood, Mr. Ambrose Jr;male;21.0;2;0;0;735000.0;7;Chrome;New Forest, England;Yes
455;Hosono, Mr. Masabumi;male;42.0;2;0;0;130000.0;87;Chrome;Tokyo, Japan;No
456;Howard, Mr. Benjamin;male;63.0;2;1;0;260000.0;148;Chrome;Swindon, England;Yes
457;Howard, Mrs. Benjamin (Ellen Truelove Arman);female;60.0;2;1;0;260000.0;200;Chrome;Swindon, England;Yes
458;Hunt, Mr. George Henry;male;33.0;2;0;0;122750.0;67;Chrome;Philadelphia, PA;Yes
459;Ilett, Miss. Bertha;female;17.0;2;0;0;105000.0;3;Chrome;Guernsey;No
460;Jacobsohn, Mr. Sidney Samuel;male;42.0;2;1;0;270000.0;1;Chrome;London;Yes
461;Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy);female;24.0;2;2;1;270000.0;15;Chrome;London;No
462;Jarvis, Mr. John Denzil;male;47.0;2;0;0;150000.0;252;Chrome;North Evington, England;Yes
463;Jefferys, Mr. Clifford Thomas;male;24.0;2;2;0;315000.0;102;Chrome;Guernsey / Elizabeth, NJ;Yes
464;Jefferys, Mr. Ernest Wilfred;male;22.0;2;2;0;315000.0;121;Chrome;Guernsey / Elizabeth, NJ;Yes
465;Jenkin, Mr. Stephen Curnow;male;32.0;2;0;0;105000.0;144;Chrome;St Ives, Cornwall / Houghton, MI;Yes
466;Jerwan, Mrs. Amin S (Marie Marthe Thuillard);female;23.0;2;0;0;137917.0;89;Internet Explorer;New York, NY;No
467;Kantor, Mr. Sinai;male;34.0;2;1;0;260000.0;251;Chrome;Moscow / Bronx, NY;Yes
468;Kantor, Mrs. Sinai (Miriam Sternin);female;24.0;2;1;0;260000.0;51;Chrome;Moscow / Bronx, NY;No
469;Karnes, Mrs. J Frank (Claire Bennett);female;22.0;2;0;0;210000.0;139;Chrome;India / Pittsburgh, PA;Yes
470;Keane, Miss. Nora A;female;;2;0;0;123500.0;101;Firefox;Harrisburg, PA;No
471;Keane, Mr. Daniel;male;35.0;2;0;0;123500.0;14;Firefox;;Yes
472;"Kelly, Mrs. Florence ""Fannie""";female;45.0;2;0;0;135000.0;91;Chrome;London / New York, NY;No
473;Kirkland, Rev. Charles Leonard;male;57.0;2;0;0;123500.0;68;Firefox;Glasgow / Bangor, ME;Yes
474;Knight, Mr. Robert J;male;;2;0;0;0.0;242;Chrome;Belfast;Yes
475;Kvillner, Mr. Johan Henrik Johannesson;male;31.0;2;0;0;105000.0;162;Chrome;Sweden / Arlington, NJ;Yes
476;Lahtinen, Mrs. William (Anna Sylfven);female;26.0;2;1;1;260000.0;243;Chrome;Minneapolis, MN;Yes
477;Lahtinen, Rev. William;male;30.0;2;1;1;260000.0;146;Chrome;Minneapolis, MN;Yes
478;Lamb, Mr. John Joseph;male;;2;0;0;107083.0;200;Firefox;;Yes
